PLAN_ID,TIMESTAMP,REMARKS,OPERATION,OPTIONS,OBJECT_NODE,OBJECT_OWNER,OBJECT_NAME,OBJECT_ALIAS,OBJECT_INSTANCE,OBJECT_TYPE,OPTIMIZER,SEARCH_COLUMNS,ID,PARENT_ID,DEPTH,POSITION,COST,CARDINALITY,BYTES,OTHER_TAG,PARTITION_START,PARTITION_STOP,PARTITION_ID,OTHER,OTHER_XML,DISTRIBUTION,CPU_COST,IO_COST,TEMP_SPACE,ACCESS_PREDICATES,FILTER_PREDICATES,PROJECTION,TIME,QBLOCK_NAME
13117,02/27/2019 10:32:44,,SELECT STATEMENT,,,,,,,,ALL_ROWS,,0,,0,5410322,5410322,100,22100,,,,,,,,6.00E+11,5391610,,,,,212,
13117,02/27/2019 10:32:44,,COUNT,STOPKEY,,,,,,,,,1,0,1,1,,,,,,,,,"<other_xml><info type=""db_version"">12.1.0.2</info><info type=""parse_schema""><![CDATA[""TPCDS100""]]></info><info type=""plan_hash_full"">3978051681</info><info type=""plan_hash"">3317924239</info><info type=""plan_hash_2"">3978051681</info><spd><v>10137029781908578138</v><cv>1</cv><cu>0</cu></spd><outline_data><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$2"" ""ITEM""@""SEL$2"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$2"" ""ITEM""@""SEL$2"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$2"" ""INVENTORY""@""SEL$2"")]]></hint><hint><![CDATA[LEADING(@""SEL$2"" ""DATE_DIM""@""SEL$2"" ""INVENTORY""@""SEL$2"" ""ITEM""@""SEL$2"")]]></hint><hint><![CDATA[FULL(@""SEL$2"" ""ITEM""@""SEL$2"")]]></hint><hint><![CDATA[FULL(@""SEL$2"" ""INVENTORY""@""SEL$2"")]]></hint><hint><![CDATA[FULL(@""SEL$2"" ""DATE_DIM""@""SEL$2"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$1"" ""from$_subquery$_001""@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$2"")]]></hint><hint><![CDATA[ALL_ROWS]]></hint><hint><![CDATA[DB_VERSION('12.1.0.2')]]></hint><hint><![CDATA[OPTIMIZER_FEATURES_ENABLE('12.1.0.2')]]></hint><hint><![CDATA[IGNORE_OPTIM_EMBEDDED_HINTS]]></hint></outline_data></other_xml>",,,,,,ROWNUM<=100,"from$_subquery$_001.""I_PRODUCT_NAME""[CHARACTER,50], ""from$_subquery$_001"".""I_BRAND""[CHARACTER,50], ""from$_subquery$_001"".""I_CLASS""[CHARACTER,50], ""from$_subquery$_001"".""I_CATEGORY""[CHARACTER,50], ""from$_subquery$_001"".""QOH""[NUMBER,22]",,SEL$1
13117,02/27/2019 10:32:44,,VIEW,,,TPCDS100,,from$_subquery$_001@SEL$1,1,,,,2,1,2,1,5410322,204000,45084000,,,,,,,,6.00E+11,5391610,,,,"from$_subquery$_001.""I_PRODUCT_NAME""[CHARACTER,50], ""from$_subquery$_001"".""I_BRAND""[CHARACTER,50], ""from$_subquery$_001"".""I_CLASS""[CHARACTER,50], ""from$_subquery$_001"".""I_CATEGORY""[CHARACTER,50], ""from$_subquery$_001"".""QOH""[NUMBER,22]",212,SEL$2
13117,02/27/2019 10:32:44,,SORT,ORDER BY STOPKEY,,,,,,,,,3,2,3,1,5410322,204000,47736000,,,,,,,,6.00E+11,5391610,34555446000,,ROWNUM<=100,"(#keys=5) AVG(""INV_QUANTITY_ON_HAND"")[22], ""I_PRODUCT_NAME""[CHARACTER,50], ""I_BRAND""[CHARACTER,50], ""I_CLASS""[CHARACTER,50], ""I_CATEGORY""[CHARACTER,50]",212,SEL$2
13117,02/27/2019 10:32:44,,SORT,GROUP BY ROLLUP,,,,,,,,,4,3,4,1,5410322,204000,47736000,,,,,,,,6.00E+11,5391610,34555446000,,,"(#keys=4) ""I_PRODUCT_NAME""[CHARACTER,50], ""I_BRAND""[CHARACTER,50], ""I_CLASS""[CHARACTER,50], ""I_CATEGORY""[CHARACTER,50], AVG(""INV_QUANTITY_ON_HAND"")[22], SYSDEF[4]",212,
13117,02/27/2019 10:32:44,,HASH JOIN,,,,,,,,,,5,4,5,1,585315,134982160,31585825440,,,,,,,,1.62E+11,580250,45089000,"INV_ITEM_SK=""I_ITEM_SK""",,"(#keys=1) ""I_ITEM_SK""[NUMBER,22], ""INV_ITEM_SK""[NUMBER,22], ""I_PRODUCT_NAME""[CHARACTER,50], ""I_BRAND""[CHARACTER,50], ""I_CLASS""[CHARACTER,50], ""I_CATEGORY""[CHARACTER,50], ""D_DATE_SK""[NUMBER,22], ""INV_DATE_SK""[NUMBER,22], ""D_MONTH_SEQ""[NUMBER,22], ""INV_QUANTITY_ON_HAND""[NUMBER,22]",23,
13117,02/27/2019 10:32:44,,TABLE ACCESS,FULL,,TPCDS100,ITEM,ITEM@SEL$2,4,TABLE,ANALYZED,,6,5,6,1,4263,204000,42636000,,,,,,,,228136458,4256,,,,"(rowset=200) ""I_ITEM_SK""[NUMBER,22], ""I_BRAND""[CHARACTER,50], ""I_CLASS""[CHARACTER,50], ""I_CATEGORY""[CHARACTER,50], ""I_PRODUCT_NAME""[CHARACTER,50]",1,SEL$2
13117,02/27/2019 10:32:44,,HASH JOIN,,,,,,,,,,7,5,6,2,342001,134982160,3374554000,,,,,,,,1.33E+11,337865,,"INV_DATE_SK=""D_DATE_SK""",,"(#keys=1; rowset=200) ""D_DATE_SK""[NUMBER,22], ""INV_DATE_SK""[NUMBER,22], ""D_MONTH_SEQ""[NUMBER,22], ""INV_QUANTITY_ON_HAND""[NUMBER,22], ""INV_ITEM_SK""[NUMBER,22]",14,
13117,02/27/2019 10:32:44,,TABLE ACCESS,FULL,,TPCDS100,DATE_DIM,DATE_DIM@SEL$2,3,TABLE,ANALYZED,,8,7,7,1,376,730,7300,,,,,,,,30736031,375,,,"D_MONTH_SEQ>=1200 AND ""D_MONTH_SEQ""<=1222","(rowset=200) ""D_DATE_SK""[NUMBER,22], ""D_MONTH_SEQ""[NUMBER,22]",1,SEL$2
13117,02/27/2019 10:32:44,,TABLE ACCESS,FULL,,TPCDS100,INVENTORY,INVENTORY@SEL$2,2,TABLE,ANALYZED,,9,7,7,2,340381,399330000,5989950000,,,,,,,,92733404720,337490,,,,"(rowset=200) ""INV_DATE_SK""[NUMBER,22], ""INV_ITEM_SK""[NUMBER,22], ""INV_QUANTITY_ON_HAND""[NUMBER,22]",14,SEL$2
