PLAN_ID,TIMESTAMP,REMARKS,OPERATION,OPTIONS,OBJECT_NODE,OBJECT_OWNER,OBJECT_NAME,OBJECT_ALIAS,OBJECT_INSTANCE,OBJECT_TYPE,OPTIMIZER,SEARCH_COLUMNS,ID,PARENT_ID,DEPTH,POSITION,COST,CARDINALITY,BYTES,OTHER_TAG,PARTITION_START,PARTITION_STOP,PARTITION_ID,OTHER,OTHER_XML,DISTRIBUTION,CPU_COST,IO_COST,TEMP_SPACE,ACCESS_PREDICATES,FILTER_PREDICATES,PROJECTION,TIME,QBLOCK_NAME
13057,02/25/2019 10:21:50,,SELECT STATEMENT,,,,,,,,ALL_ROWS,,0,,0,1707,1707,1,142,,,,,,,,619183246,1688,,,,,1,
13057,02/25/2019 10:21:50,,COUNT,STOPKEY,,,,,,,,,1,0,1,1,,,,,,,,,"<other_xml><info type=""db_version"">12.1.0.2</info><info type=""parse_schema""><![CDATA[""TPCDS10""]]></info><info type=""dynamic_sampling"" note=""y"">2</info><info type=""plan_hash_full"">2840514077</info><info type=""plan_hash"">1906293989</info><info type=""plan_hash_2"">1908357010</info><info type=""adaptive_plan"" note=""y"">yes</info><spd><v>12338377282367582513</v><v>11079779525861305029</v><v>6462712983460746940</v><v>12100079890864218696</v><u>15281237137084475456</u><cv>4</cv><cu>1</cu></spd><outline_data><hint><![CDATA[NLJ_BATCHING(@""SEL$2"" ""ITEM""@""SEL$2"")]]></hint><hint><![CDATA[USE_NL(@""SEL$2"" ""ITEM""@""SEL$2"")]]></hint><hint><![CDATA[USE_NL(@""SEL$2"" ""CD1""@""SEL$2"")]]></hint><hint><![CDATA[USE_NL(@""SEL$2"" ""DATE_DIM""@""SEL$2"")]]></hint><hint><![CDATA[USE_NL(@""SEL$2"" ""CATALOG_SALES""@""SEL$2"")]]></hint><hint><![CDATA[USE_NL(@""SEL$2"" ""CD2""@""SEL$2"")]]></hint><hint><![CDATA[USE_NL(@""SEL$2"" ""CUSTOMER""@""SEL$2"")]]></hint><hint><![CDATA[LEADING(@""SEL$2"" ""CUSTOMER_ADDRESS""@""SEL$2"" ""CUSTOMER""@""SEL$2"" ""CD2""@""SEL$2"" ""CATALOG_SALES""@""SEL$2"" ""DATE_DIM""@""SEL$2"" ""CD1""@""SEL$2"" ""ITEM""@""SEL$2"")]]></hint><hint><![CDATA[INDEX(@""SEL$2"" ""ITEM""@""SEL$2"" (""ITEM"".""I_ITEM_SK""))]]></hint><hint><![CDATA[INDEX_RS_ASC(@""SEL$2"" ""CD1""@""SEL$2"" (""CUSTOMER_DEMOGRAPHICS"".""CD_DEMO_SK""))]]></hint><hint><![CDATA[INDEX_RS_ASC(@""SEL$2"" ""DATE_DIM""@""SEL$2"" (""DATE_DIM"".""D_DATE_SK""))]]></hint><hint><![CDATA[BATCH_TABLE_ACCESS_BY_ROWID(@""SEL$2"" ""CATALOG_SALES""@""SEL$2"")]]></hint><hint><![CDATA[INDEX_RS_ASC(@""SEL$2"" ""CATALOG_SALES""@""SEL$2"" (""CATALOG_SALES"".""CS_BILL_CUSTOMER_SK""))]]></hint><hint><![CDATA[INDEX(@""SEL$2"" ""CD2""@""SEL$2"" (""CUSTOMER_DEMOGRAPHICS"".""CD_DEMO_SK""))]]></hint><hint><![CDATA[BATCH_TABLE_ACCESS_BY_ROWID(@""SEL$2"" ""CUSTOMER""@""SEL$2"")]]></hint><hint><![CDATA[INDEX_RS_ASC(@""SEL$2"" ""CUSTOMER""@""SEL$2"" (""CUSTOMER"".""C_CURRENT_ADDR_SK""))]]></hint><hint><![CDATA[FULL(@""SEL$2"" ""CUSTOMER_ADDRESS""@""SEL$2"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$1"" ""from$_subquery$_001""@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$2"")]]></hint><hint><![CDATA[ALL_ROWS]]></hint><hint><![CDATA[DB_VERSION('12.1.0.2')]]></hint><hint><![CDATA[OPTIMIZER_FEATURES_ENABLE('12.1.0.2')]]></hint><hint><![CDATA[IGNORE_OPTIM_EMBEDDED_HINTS]]></hint></outline_data><display_map><row op=""1"" dis=""1"" par=""0"" prt=""0"" dep=""1"" skp=""0""/><row op=""2"" dis=""2"" par=""1"" prt=""0"" dep=""2"" skp=""0""/><row op=""3"" dis=""3"" par=""2"" prt=""0"" dep=""3"" skp=""0""/><row op=""4"" dis=""4"" par=""3"" prt=""0"" dep=""4"" skp=""0""/><row op=""5"" dis=""5"" par=""4"" prt=""0"" dep=""5"" skp=""0""/><row op=""6"" dis=""6"" par=""5"" prt=""0"" dep=""6"" skp=""0""/><row op=""7"" dis=""6"" par=""6"" prt=""0"" dep=""6"" skp=""1""/><row op=""8"" dis=""7"" par=""6"" prt=""0"" dep=""7"" skp=""0""/><row op=""9"" dis=""7"" par=""7"" prt=""0"" dep=""7"" skp=""1""/><row op=""10"" dis=""7"" par=""7"" prt=""0"" dep=""7"" skp=""1""/><row op=""11"" dis=""8"" par=""7"" prt=""0"" dep=""8"" skp=""0""/><row op=""12"" dis=""8"" par=""8"" prt=""0"" dep=""8"" skp=""1""/><row op=""13"" dis=""8"" par=""8"" prt=""0"" dep=""8"" skp=""1""/><row op=""14"" dis=""9"" par=""8"" prt=""0"" dep=""9"" skp=""0""/><row op=""15"" dis=""9"" par=""9"" prt=""0"" dep=""9"" skp=""1""/><row op=""16"" dis=""9"" par=""9"" prt=""0"" dep=""9"" skp=""1""/><row op=""17"" dis=""10"" par=""9"" prt=""0"" dep=""10"" skp=""0""/><row op=""18"" dis=""10"" par=""10"" prt=""0"" dep=""10"" skp=""1""/><row op=""19"" dis=""11"" par=""10"" prt=""0"" dep=""11"" skp=""0""/><row op=""20"" dis=""12"" par=""11"" prt=""0"" dep=""12"" skp=""0""/><row op=""21"" dis=""13"" par=""11"" prt=""0"" dep=""12"" skp=""0""/><row op=""22"" dis=""14"" par=""13"" prt=""0"" dep=""13"" skp=""0""/><row op=""23"" dis=""15"" par=""10"" prt=""0"" dep=""11"" skp=""0""/><row op=""24"" dis=""15"" par=""9"" prt=""0"" dep=""9"" skp=""1""/><row op=""25"" dis=""16"" par=""9"" prt=""0"" dep=""10"" skp=""0""/><row op=""26"" dis=""17"" par=""16"" prt=""0"" dep=""11"" skp=""0""/><row op=""27"" dis=""17"" par=""8"" prt=""0"" dep=""8"" skp=""1""/><row op=""28"" dis=""18"" par=""8"" prt=""0"" dep=""9"" skp=""0""/><row op=""29"" dis=""19"" par=""18"" prt=""0"" dep=""10"" skp=""0""/><row op=""30"" dis=""19"" par=""7"" prt=""0"" dep=""7"" skp=""1""/><row op=""31"" dis=""20"" par=""7"" prt=""0"" dep=""8"" skp=""0""/><row op=""32"" dis=""21"" par=""20"" prt=""0"" dep=""9"" skp=""0""/><row op=""33"" dis=""21"" par=""6"" prt=""0"" dep=""6"" skp=""1""/><row op=""34"" dis=""22"" par=""6"" prt=""0"" dep=""7"" skp=""0""/><row op=""35"" dis=""23"" par=""5"" prt=""0"" dep=""6"" skp=""0""/></display_map></other_xml>",,,,,,ROWNUM<=100,"from$_subquery$_001.""I_ITEM_ID""[CHARACTER,16], ""from$_subquery$_001"".""CA_COUNTRY""[VARCHAR2,20], ""from$_subquery$_001"".""CA_STATE""[CHARACTER,2], ""from$_subquery$_001"".""CA_COUNTY""[VARCHAR2,30], ""from$_subquery$_001"".""AGG1""[NUMBER,22], ""from$_subquery$_001"".""AGG2""[NUMBER,22], ""from$_subquery$_001"".""AGG3""[NUMBER,22], ""from$_subquery$_001"".""AGG4""[NUMBER,22], ""from$_subquery$_001"".""AGG5""[NUMBER,22], ""from$_subquery$_001"".""AGG6""[NUMBER,22], ""from$_subquery$_001"".""AGG7""[NUMBER,22]",,SEL$1
13057,02/25/2019 10:21:50,,VIEW,,,TPCDS10,,from$_subquery$_001@SEL$1,1,,,,2,1,2,1,1707,1,142,,,,,,,,619183246,1688,,,,"from$_subquery$_001.""I_ITEM_ID""[CHARACTER,16], ""from$_subquery$_001"".""CA_COUNTRY""[VARCHAR2,20], ""from$_subquery$_001"".""CA_STATE""[CHARACTER,2], ""from$_subquery$_001"".""CA_COUNTY""[VARCHAR2,30], ""from$_subquery$_001"".""AGG1""[NUMBER,22], ""from$_subquery$_001"".""AGG2""[NUMBER,22], ""from$_subquery$_001"".""AGG3""[NUMBER,22], ""from$_subquery$_001"".""AGG4""[NUMBER,22], ""from$_subquery$_001"".""AGG5""[NUMBER,22], ""from$_subquery$_001"".""AGG6""[NUMBER,22], ""from$_subquery$_001"".""AGG7""[NUMBER,22]",1,SEL$2
13057,02/25/2019 10:21:50,,SORT,ORDER BY STOPKEY,,,,,,,,,3,2,3,1,1707,1,174,,,,,,,,619183246,1688,,,ROWNUM<=100,"(#keys=4) ""CA_COUNTRY""[VARCHAR2,20], ""CA_STATE""[CHARACTER,2], ""CA_COUNTY""[VARCHAR2,30], ""I_ITEM_ID""[CHARACTER,16], SUM(CAST(""CS_COUPON_AMT"" AS decimal(12,2)))[22], SUM(CAST(""CS_QUANTITY"" AS decimal(12,2)))[22], SUM(CAST(""CS_LIST_PRICE"" AS decimal(12,2)))[22], COUNT(CAST(""CD1"".""CD_DEP_COUNT"" AS decimal(12,2)))[22], COUNT(CAST(""C_BIRTH_YEAR"" AS decimal(12,2)))[22], COUNT(CAST(""CS_NET_PROFIT"" AS decimal(12,2)))[22], COUNT(CAST(""CS_SALES_PRICE"" AS decimal(12,2)))[22], COUNT(CAST(""CS_COUPON_AMT"" AS decimal(12,2)))[22], COUNT(CAST(""CS_LIST_PRICE"" AS decimal(12,2)))[22], COUNT(CAST(""CS_QUANTITY"" AS decimal(12,2)))[22], SUM(CAST(""CD1"".""CD_DEP_COUNT"" AS decimal(12,2)))[22], SUM(CAST(""C_BIRTH_YEAR"" AS decimal(12,2)))[22], SUM(CAST(""CS_NET_PROFIT"" AS decimal(12,2)))[22], SUM(CAST(""CS_SALES_PRICE"" AS decimal(12,2)))[22]",1,SEL$2
13057,02/25/2019 10:21:50,,SORT,GROUP BY ROLLUP,,,,,,,,,4,3,4,1,1707,1,174,,,,,,,,619183246,1688,,,,"(#keys=4) ""I_ITEM_ID""[CHARACTER,16], ""CA_COUNTRY""[VARCHAR2,20], ""CA_STATE""[CHARACTER,2], ""CA_COUNTY""[VARCHAR2,30], COUNT(CAST(""CD1"".""CD_DEP_COUNT"" AS decimal(12,2)))[22], COUNT(CAST(""C_BIRTH_YEAR"" AS decimal(12,2)))[22], COUNT(CAST(""CS_NET_PROFIT"" AS decimal(12,2)))[22], COUNT(CAST(""CS_SALES_PRICE"" AS decimal(12,2)))[22], COUNT(CAST(""CS_COUPON_AMT"" AS decimal(12,2)))[22], COUNT(CAST(""CS_LIST_PRICE"" AS decimal(12,2)))[22], COUNT(CAST(""CS_QUANTITY"" AS decimal(12,2)))[22], SUM(CAST(""CD1"".""CD_DEP_COUNT"" AS decimal(12,2)))[22], SUM(CAST(""C_BIRTH_YEAR"" AS decimal(12,2)))[22], SUM(CAST(""CS_NET_PROFIT"" AS decimal(12,2)))[22], SUM(CAST(""CS_SALES_PRICE"" AS decimal(12,2)))[22], SUM(CAST(""CS_COUPON_AMT"" AS decimal(12,2)))[22], SUM(CAST(""CS_LIST_PRICE"" AS decimal(12,2)))[22], SUM(CAST(""CS_QUANTITY"" AS decimal(12,2)))[22], SYSDEF[4]",1,
13057,02/25/2019 10:21:50,,NESTED LOOPS,,,,,,,,,,5,4,5,1,1705,4,696,,,,,,,,555023016,1688,,,,"(#keys=0) ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CD1"".""CD_DEMO_SK""[NUMBER,22], ""CS_SOLD_DATE_SK""[NUMBER,22], ""D_DATE_SK""[NUMBER,22], ""C_CUSTOMER_SK""[NUMBER,22], ""CS_BILL_CUSTOMER_SK""[NUMBER,22], ""C_CURRENT_CDEMO_SK""[NUMBER,22], ""CD2"".""CD_DEMO_SK""[NUMBER,22], ""CA_ADDRESS_SK""[NUMBER,22], ""CA_COUNTY""[VARCHAR2,30], ""CA_STATE""[CHARACTER,2], ""CA_COUNTRY""[VARCHAR2,20], ""CUSTOMER"".ROWID[ROWID,10], ""CS_NET_PROFIT""[NUMBER,22], ""CD2"".""CD_DEMO_SK""[NUMBER,22], ""C_CURRENT_ADDR_SK""[NUMBER,22], ""C_BIRTH_MONTH""[NUMBER,22], ""C_BIRTH_YEAR""[NUMBER,22], ""CD2"".ROWID[ROWID,10], ""CATALOG_SALES"".ROWID[ROWID,10], ""CS_SOLD_DATE_SK""[NUMBER,22], ""CS_BILL_CUSTOMER_SK""[NUMBER,22], ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CS_ITEM_SK""[NUMBER,22], ""CS_QUANTITY""[NUMBER,22], ""CS_LIST_PRICE""[NUMBER,22], ""CS_SALES_PRICE""[NUMBER,22], ""CS_COUPON_AMT""[NUMBER,22], ""CS_SOLD_DATE_SK""[NUMBER,22], ""CS_NET_PROFIT""[NUMBER,22], ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CS_ITEM_SK""[NUMBER,22], ""CS_QUANTITY""[NUMBER,22], ""CS_LIST_PRICE""[NUMBER,22], ""CS_SALES_PRICE""[NUMBER,22], ""CS_COUPON_AMT""[NUMBER,22], ""DATE_DIM"".ROWID[ROWID,10], ""D_DATE_SK""[NUMBER,22], ""D_YEAR""[NUMBER,22], ""D_YEAR""[NUMBER,22], ""CD1"".ROWID[ROWID,10], ""CD1"".""CD_DEMO_SK""[NUMBER,22], ""CD1"".""CD_GENDER""[CHARACTER,1], ""CD1"".""CD_EDUCATION_STATUS""[CHARACTER,20], ""CD1"".""CD_DEP_COUNT""[NUMBER,22], ""CD1"".""CD_DEP_COUNT""[NUMBER,22], ""CD1"".""CD_GENDER""[CHARACTER,1], ""CD1"".""CD_EDUCATION_STATUS""[CHARACTER,20], ""ITEM"".ROWID[ROWID,10], ""I_ITEM_SK""[NUMBER,22], ""I_ITEM_ID""[CHARACTER,16]",1,
13057,02/25/2019 10:21:50,,NESTED LOOPS,,,,,,,,,,6,5,6,1,1705,4,696,,,,,,,,555023016,1688,,,,"(#keys=0) ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CD1"".""CD_DEMO_SK""[NUMBER,22], ""CS_SOLD_DATE_SK""[NUMBER,22], ""D_DATE_SK""[NUMBER,22], ""C_CUSTOMER_SK""[NUMBER,22], ""CS_BILL_CUSTOMER_SK""[NUMBER,22], ""C_CURRENT_CDEMO_SK""[NUMBER,22], ""CD2"".""CD_DEMO_SK""[NUMBER,22], ""CA_ADDRESS_SK""[NUMBER,22], ""CA_COUNTY""[VARCHAR2,30], ""CA_STATE""[CHARACTER,2], ""CA_COUNTRY""[VARCHAR2,20], ""CUSTOMER"".ROWID[ROWID,10], ""CS_NET_PROFIT""[NUMBER,22], ""CD2"".""CD_DEMO_SK""[NUMBER,22], ""C_CURRENT_ADDR_SK""[NUMBER,22], ""C_BIRTH_MONTH""[NUMBER,22], ""C_BIRTH_YEAR""[NUMBER,22], ""CD2"".ROWID[ROWID,10], ""CATALOG_SALES"".ROWID[ROWID,10], ""CS_SOLD_DATE_SK""[NUMBER,22], ""CS_BILL_CUSTOMER_SK""[NUMBER,22], ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CS_ITEM_SK""[NUMBER,22], ""CS_QUANTITY""[NUMBER,22], ""CS_LIST_PRICE""[NUMBER,22], ""CS_SALES_PRICE""[NUMBER,22], ""CS_COUPON_AMT""[NUMBER,22], ""CS_SOLD_DATE_SK""[NUMBER,22], ""CS_NET_PROFIT""[NUMBER,22], ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CS_ITEM_SK""[NUMBER,22], ""CS_QUANTITY""[NUMBER,22], ""CS_LIST_PRICE""[NUMBER,22], ""CS_SALES_PRICE""[NUMBER,22], ""CS_COUPON_AMT""[NUMBER,22], ""DATE_DIM"".ROWID[ROWID,10], ""D_DATE_SK""[NUMBER,22], ""D_YEAR""[NUMBER,22], ""D_YEAR""[NUMBER,22], ""CD1"".ROWID[ROWID,10], ""CD1"".""CD_DEMO_SK""[NUMBER,22], ""CD1"".""CD_GENDER""[CHARACTER,1], ""CD1"".""CD_EDUCATION_STATUS""[CHARACTER,20], ""CD1"".""CD_DEP_COUNT""[NUMBER,22], ""CD1"".""CD_DEP_COUNT""[NUMBER,22], ""CD1"".""CD_GENDER""[CHARACTER,1], ""CD1"".""CD_EDUCATION_STATUS""[CHARACTER,20], ""ITEM"".ROWID[ROWID,10], ""I_ITEM_SK""[NUMBER,22]",1,
13057,02/25/2019 10:21:50,,HASH JOIN,,,,,,,,,,7,6,7,1,1701,4,608,,,,,,,,554984651,1684,,"CS_BILL_CDEMO_SK=""CD1"".""CD_DEMO_SK""",,"(#keys=1) ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CD1"".""CD_DEMO_SK""[NUMBER,22], ""CS_SOLD_DATE_SK""[NUMBER,22], ""D_DATE_SK""[NUMBER,22], ""C_CUSTOMER_SK""[NUMBER,22], ""CS_BILL_CUSTOMER_SK""[NUMBER,22], ""C_CURRENT_CDEMO_SK""[NUMBER,22], ""CD2"".""CD_DEMO_SK""[NUMBER,22], ""CA_ADDRESS_SK""[NUMBER,22], ""CA_COUNTY""[VARCHAR2,30], ""CA_STATE""[CHARACTER,2], ""CA_COUNTRY""[VARCHAR2,20], ""CUSTOMER"".ROWID[ROWID,10], ""CS_NET_PROFIT""[NUMBER,22], ""CD2"".""CD_DEMO_SK""[NUMBER,22], ""C_CURRENT_ADDR_SK""[NUMBER,22], ""C_BIRTH_MONTH""[NUMBER,22], ""C_BIRTH_YEAR""[NUMBER,22], ""CD2"".ROWID[ROWID,10], ""CATALOG_SALES"".ROWID[ROWID,10], ""CS_SOLD_DATE_SK""[NUMBER,22], ""CS_BILL_CUSTOMER_SK""[NUMBER,22], ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CS_ITEM_SK""[NUMBER,22], ""CS_QUANTITY""[NUMBER,22], ""CS_LIST_PRICE""[NUMBER,22], ""CS_SALES_PRICE""[NUMBER,22], ""CS_COUPON_AMT""[NUMBER,22], ""CS_SOLD_DATE_SK""[NUMBER,22], ""CS_NET_PROFIT""[NUMBER,22], ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CS_ITEM_SK""[NUMBER,22], ""CS_QUANTITY""[NUMBER,22], ""CS_LIST_PRICE""[NUMBER,22], ""CS_SALES_PRICE""[NUMBER,22], ""CS_COUPON_AMT""[NUMBER,22], ""DATE_DIM"".ROWID[ROWID,10], ""D_DATE_SK""[NUMBER,22], ""D_YEAR""[NUMBER,22], ""D_YEAR""[NUMBER,22], ""CD1"".ROWID[ROWID,10], ""CD1"".""CD_DEMO_SK""[NUMBER,22], ""CD1"".""CD_GENDER""[CHARACTER,1], ""CD1"".""CD_EDUCATION_STATUS""[CHARACTER,20], ""CD1"".""CD_DEP_COUNT""[NUMBER,22], ""CD1"".""CD_DEP_COUNT""[NUMBER,22], ""CD1"".""CD_GENDER""[CHARACTER,1], ""CD1"".""CD_EDUCATION_STATUS""[CHARACTER,20]",1,
13057,02/25/2019 10:21:50,,NESTED LOOPS,,,,,,,,,,8,7,8,1,1701,4,608,,,,,,,,554984651,1684,,,,"(#keys=0) ""CS_SOLD_DATE_SK""[NUMBER,22], ""D_DATE_SK""[NUMBER,22], ""C_CUSTOMER_SK""[NUMBER,22], ""CS_BILL_CUSTOMER_SK""[NUMBER,22], ""C_CURRENT_CDEMO_SK""[NUMBER,22], ""CD2"".""CD_DEMO_SK""[NUMBER,22], ""CA_ADDRESS_SK""[NUMBER,22], ""CA_COUNTY""[VARCHAR2,30], ""CA_STATE""[CHARACTER,2], ""CA_COUNTRY""[VARCHAR2,20], ""CUSTOMER"".ROWID[ROWID,10], ""CS_NET_PROFIT""[NUMBER,22], ""CD2"".""CD_DEMO_SK""[NUMBER,22], ""C_CURRENT_ADDR_SK""[NUMBER,22], ""C_BIRTH_MONTH""[NUMBER,22], ""C_BIRTH_YEAR""[NUMBER,22], ""CD2"".ROWID[ROWID,10], ""CATALOG_SALES"".ROWID[ROWID,10], ""CS_SOLD_DATE_SK""[NUMBER,22], ""CS_BILL_CUSTOMER_SK""[NUMBER,22], ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CS_ITEM_SK""[NUMBER,22], ""CS_QUANTITY""[NUMBER,22], ""CS_LIST_PRICE""[NUMBER,22], ""CS_SALES_PRICE""[NUMBER,22], ""CS_COUPON_AMT""[NUMBER,22], ""CS_SOLD_DATE_SK""[NUMBER,22], ""CS_NET_PROFIT""[NUMBER,22], ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CS_ITEM_SK""[NUMBER,22], ""CS_QUANTITY""[NUMBER,22], ""CS_LIST_PRICE""[NUMBER,22], ""CS_SALES_PRICE""[NUMBER,22], ""CS_COUPON_AMT""[NUMBER,22], ""DATE_DIM"".ROWID[ROWID,10], ""D_DATE_SK""[NUMBER,22], ""D_YEAR""[NUMBER,22], ""D_YEAR""[NUMBER,22], ""CD1"".ROWID[ROWID,10], ""CD1"".""CD_DEMO_SK""[NUMBER,22], ""CD1"".""CD_GENDER""[CHARACTER,1], ""CD1"".""CD_EDUCATION_STATUS""[CHARACTER,20], ""CD1"".""CD_DEP_COUNT""[NUMBER,22]",1,
13057,02/25/2019 10:21:50,,STATISTICS COLLECTOR,,,,,,,,,,9,8,9,1,,,,,,,,,,,,,,,,"CS_SOLD_DATE_SK[NUMBER,22], ""D_DATE_SK""[NUMBER,22], ""C_CUSTOMER_SK""[NUMBER,22], ""CS_BILL_CUSTOMER_SK""[NUMBER,22], ""C_CURRENT_CDEMO_SK""[NUMBER,22], ""CD2"".""CD_DEMO_SK""[NUMBER,22], ""CA_ADDRESS_SK""[NUMBER,22], ""CA_COUNTY""[VARCHAR2,30], ""CA_STATE""[CHARACTER,2], ""CA_COUNTRY""[VARCHAR2,20], ""CUSTOMER"".ROWID[ROWID,10], ""CS_NET_PROFIT""[NUMBER,22], ""CD2"".""CD_DEMO_SK""[NUMBER,22], ""C_CURRENT_ADDR_SK""[NUMBER,22], ""C_BIRTH_MONTH""[NUMBER,22], ""C_BIRTH_YEAR""[NUMBER,22], ""CD2"".ROWID[ROWID,10], ""CATALOG_SALES"".ROWID[ROWID,10], ""CS_SOLD_DATE_SK""[NUMBER,22], ""CS_BILL_CUSTOMER_SK""[NUMBER,22], ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CS_ITEM_SK""[NUMBER,22], ""CS_QUANTITY""[NUMBER,22], ""CS_LIST_PRICE""[NUMBER,22], ""CS_SALES_PRICE""[NUMBER,22], ""CS_COUPON_AMT""[NUMBER,22], ""CS_SOLD_DATE_SK""[NUMBER,22], ""CS_NET_PROFIT""[NUMBER,22], ""CS_BILL_CDEMO_SK""[NUMBER,22], ""CS_ITEM_SK""[NUMBER,22], ""CS_QUANTITY""[NUMBER,22], ""CS_LIST_PRICE""[NUMBER,22], ""CS_SALES_PRICE""[NUMBER,22], ""CS_COUPON_AMT""[NUMBER,22], ""DATE_DIM"".ROWID[ROWID,10], ""D_DATE_SK""[NUMBER,22], ""D_YEAR""[NUMBER,22], ""D_YEAR""[NUMBER,22]",,
