PLAN_ID,TIMESTAMP,REMARKS,OPERATION,OPTIONS,OBJECT_NODE,OBJECT_OWNER,OBJECT_NAME,OBJECT_ALIAS,OBJECT_INSTANCE,OBJECT_TYPE,OPTIMIZER,SEARCH_COLUMNS,ID,PARENT_ID,DEPTH,POSITION,COST,CARDINALITY,BYTES,OTHER_TAG,PARTITION_START,PARTITION_STOP,PARTITION_ID,OTHER,OTHER_XML,DISTRIBUTION,CPU_COST,IO_COST,TEMP_SPACE,ACCESS_PREDICATES,FILTER_PREDICATES,PROJECTION,TIME,QBLOCK_NAME
13099,02/27/2019 09:56:53,,SELECT STATEMENT,,,,,,,,ALL_ROWS,,0,,0,29965,29965,10,640,,,,,,,,430900518,29952,,,,,2,
13099,02/27/2019 09:56:53,,COUNT,STOPKEY,,,,,,,,,1,0,1,1,,,,,,,,,"<other_xml><info type=""db_version"">12.1.0.2</info><info type=""parse_schema""><![CDATA[""TPCDS100""]]></info><info type=""dynamic_sampling"" note=""y"">2</info><info type=""plan_hash_full"">1943675722</info><info type=""plan_hash"">1480344859</info><info type=""plan_hash_2"">1943675722</info><spd><v>16753453678389513076</v><u>1587174641643030769</u><cv>1</cv><cu>1</cu></spd><outline_data><hint><![CDATA[FULL(@""SEL$9"" ""WEB_SALES""@""SEL$9"")]]></hint><hint><![CDATA[USE_NL(@""SEL$17FAC843"" ""WEB_SALES""@""SEL$8"")]]></hint><hint><![CDATA[LEADING(@""SEL$17FAC843"" ""WEB_RETURNS""@""SEL$8"" ""WEB_SALES""@""SEL$8"")]]></hint><hint><![CDATA[INDEX_RS_ASC(@""SEL$17FAC843"" ""WEB_SALES""@""SEL$8"" (""WEB_SALES"".""WS_ITEM_SK"" ""WEB_SALES"".""WS_ORDER_NUMBER""))]]></hint><hint><![CDATA[FULL(@""SEL$17FAC843"" ""WEB_RETURNS""@""SEL$8"")]]></hint><hint><![CDATA[USE_HASH_AGGREGATION(@""SEL$7"")]]></hint><hint><![CDATA[NLJ_BATCHING(@""SEL$7"" ""WEB_SITE""@""SEL$7"")]]></hint><hint><![CDATA[USE_NL(@""SEL$7"" ""WEB_SITE""@""SEL$7"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$7"" ""SALESRETURNS""@""SEL$7"")]]></hint><hint><![CDATA[LEADING(@""SEL$7"" ""DATE_DIM""@""SEL$7"" ""SALESRETURNS""@""SEL$7"" ""WEB_SITE""@""SEL$7"")]]></hint><hint><![CDATA[INDEX(@""SEL$7"" ""WEB_SITE""@""SEL$7"" (""WEB_SITE"".""WEB_SITE_SK""))]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$7"" ""SALESRETURNS""@""SEL$7"")]]></hint><hint><![CDATA[BATCH_TABLE_ACCESS_BY_ROWID(@""SEL$7"" ""DATE_DIM""@""SEL$7"")]]></hint><hint><![CDATA[INDEX_RS_ASC(@""SEL$7"" ""DATE_DIM""@""SEL$7"" (""DATE_DIM"".""D_DATE_SK""))]]></hint><hint><![CDATA[FULL(@""SEL$5"" ""CATALOG_SALES""@""SEL$5"")]]></hint><hint><![CDATA[FULL(@""SEL$6"" ""CATALOG_RETURNS""@""SEL$6"")]]></hint><hint><![CDATA[USE_HASH_AGGREGATION(@""SEL$4"")]]></hint><hint><![CDATA[NLJ_BATCHING(@""SEL$4"" ""CATALOG_PAGE""@""SEL$4"")]]></hint><hint><![CDATA[USE_NL(@""SEL$4"" ""CATALOG_PAGE""@""SEL$4"")]]></hint><hint><![CDATA[USE_NL(@""SEL$4"" ""SALESRETURNS""@""SEL$4"")]]></hint><hint><![CDATA[LEADING(@""SEL$4"" ""DATE_DIM""@""SEL$4"" ""SALESRETURNS""@""SEL$4"" ""CATALOG_PAGE""@""SEL$4"")]]></hint><hint><![CDATA[INDEX(@""SEL$4"" ""CATALOG_PAGE""@""SEL$4"" (""CATALOG_PAGE"".""CP_CATALOG_PAGE_SK""))]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$4"" ""SALESRETURNS""@""SEL$4"")]]></hint><hint><![CDATA[BATCH_TABLE_ACCESS_BY_ROWID(@""SEL$4"" ""DATE_DIM""@""SEL$4"")]]></hint><hint><![CDATA[INDEX_RS_ASC(@""SEL$4"" ""DATE_DIM""@""SEL$4"" (""DATE_DIM"".""D_DATE_SK""))]]></hint><hint><![CDATA[FULL(@""SEL$2"" ""STORE_SALES""@""SEL$2"")]]></hint><hint><![CDATA[FULL(@""SEL$3"" ""STORE_RETURNS""@""SEL$3"")]]></hint><hint><![CDATA[USE_HASH_AGGREGATION(@""SEL$1"")]]></hint><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$1"" ""STORE""@""SEL$1"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$1"" ""STORE""@""SEL$1"")]]></hint><hint><![CDATA[USE_NL(@""SEL$1"" ""SALESRETURNS""@""SEL$1"")]]></hint><hint><![CDATA[LEADING(@""SEL$1"" ""DATE_DIM""@""SEL$1"" ""SALESRETURNS""@""SEL$1"" ""STORE""@""SEL$1"")]]></hint><hint><![CDATA[FULL(@""SEL$1"" ""STORE""@""SEL$1"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$1"" ""SALESRETURNS""@""SEL$1"")]]></hint><hint><![CDATA[FULL(@""SEL$1"" ""DATE_DIM""@""SEL$1"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$13"" ""SSR""@""SEL$13"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$14"" ""CSR""@""SEL$14"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$15"" ""WSR""@""SEL$15"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$12"" ""X""@""SEL$12"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$11"" ""from$_subquery$_018""@""SEL$11"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$8"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$10"")]]></hint><hint><![CDATA[ANSI_REARCH(@""SEL$8"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$82B3A4B9"")]]></hint><hint><![CDATA[ANSI_REARCH(@""SEL$10"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$0CACF1BE"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$11"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$12"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SET$4"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$15"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$7"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SET$3"")]]></hint><hint><![CDATA[MERGE(@""SEL$82B3A4B9"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$17FAC843"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$9"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$14"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$4"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SET$2"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$6"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$5"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$13"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SET$1"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$3"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$2"")]]></hint><hint><![CDATA[ALL_ROWS]]></hint><hint><![CDATA[DB_VERSION('12.1.0.2')]]></hint><hint><![CDATA[OPTIMIZER_FEATURES_ENABLE('12.1.0.2')]]></hint><hint><![CDATA[IGNORE_OPTIM_EMBEDDED_HINTS]]></hint></outline_data></other_xml>",,,,,,ROWNUM<=100,"from$_subquery$_018.""CHANNEL""[VARCHAR2,15], ""from$_subquery$_018"".""ID""[VARCHAR2,28], ""from$_subquery$_018"".""SALES""[NUMBER,22], ""from$_subquery$_018"".""RETURNS""[NUMBER,22], ""from$_subquery$_018"".""PROFIT""[NUMBER,22]",,SEL$11
13099,02/27/2019 09:56:53,,VIEW,,,TPCDS100,,from$_subquery$_018@SEL$11,18,,,,2,1,2,1,29965,10,640,,,,,,,,430900518,29952,,,,"from$_subquery$_018.""CHANNEL""[VARCHAR2,15], ""from$_subquery$_018"".""ID""[VARCHAR2,28], ""from$_subquery$_018"".""SALES""[NUMBER,22], ""from$_subquery$_018"".""RETURNS""[NUMBER,22], ""from$_subquery$_018"".""PROFIT""[NUMBER,22]",2,SEL$12
13099,02/27/2019 09:56:53,,SORT,GROUP BY ROLLUP,,,,,,,,,3,2,3,1,29965,10,640,,,,,,,,430900518,29952,,,,"(#keys=2) ""CHANNEL""[VARCHAR2,15], ""ID""[VARCHAR2,28], SUM(""PROFIT"")[22], SUM(""RETURNS"")[22], SUM(""SALES"")[22], SYSDEF[4]",2,SEL$12
13099,02/27/2019 09:56:53,,VIEW,,,TPCDS100,,X@SEL$12,19,,,,4,3,4,1,29964,10,640,,,,,,,,398819267,29952,,,,"CHANNEL[VARCHAR2,15], ""ID""[VARCHAR2,28], ""SALES""[NUMBER,22], ""RETURNS""[NUMBER,22], ""PROFIT""[NUMBER,22]",2,SET$4
13099,02/27/2019 09:56:53,,UNION-ALL,,,,,,,,,,5,4,5,1,,,,,,,,,,,,,,,,"STRDEF[15], STRDEF[28], STRDEF[22], STRDEF[22], STRDEF[22]",,SET$4
13099,02/27/2019 09:56:53,,COUNT,STOPKEY,,,,,,,,,6,5,6,1,,,,,,,,,,,,,,,ROWNUM<=10000,"S_STORE_ID[CHARACTER,16], ""SALES""[NUMBER,22], ""PROFIT""[NUMBER,22], ""RETURNS""[NUMBER,22], ""PROFIT_LOSS""[NUMBER,22], ROWNUM[8]",,SEL$13
13099,02/27/2019 09:56:53,,VIEW,,,TPCDS100,,SSR@SEL$13,20,,,,7,6,7,1,258,8,560,,,,,,,,58792578,256,,,,"S_STORE_ID[CHARACTER,16], ""SALES""[NUMBER,22], ""PROFIT""[NUMBER,22], ""RETURNS""[NUMBER,22], ""PROFIT_LOSS""[NUMBER,22]",1,SEL$1
13099,02/27/2019 09:56:53,,SORT,GROUP BY STOPKEY,,,,,,,,,8,7,8,1,258,8,1432,,,,,,,,58792578,256,,,ROWNUM<=10000,"(#keys=1) ""S_STORE_ID""[CHARACTER,16], SUM(""NET_LOSS"")[22], SUM(""RETURN_AMT"")[22], SUM(""PROFIT"")[22], SUM(""SALES_PRICE"")[22]",1,SEL$1
13099,02/27/2019 09:56:53,,COUNT,STOPKEY,,,,,,,,,9,8,9,1,,,,,,,,,,,,,,,ROWNUM<=10000,"S_STORE_SK[NUMBER,22], ""STORE_SK""[NUMBER,22], ""S_STORE_ID""[CHARACTER,16], ""D_DATE_SK""[NUMBER,22], ""D_DATE""[VARCHAR2,10], ""NET_LOSS""[NUMBER,22], ""DATE_SK""[NUMBER,22], ""SALES_PRICE""[NUMBER,22], ""PROFIT""[NUMBER,22], ""RETURN_AMT""[NUMBER,22], ROWNUM[8]",,
