12487,11/20/2018 10:22:51,,SELECT STATEMENT,,,,,,,,ALL_ROWS,,0,,0,324155,324155,10000,640000,,,,,,,,47253340529,322682,,,,,13,
12487,11/20/2018 10:22:51,,COUNT,STOPKEY,,,,,,,,,1,0,1,1,,,,,,,,,"<other_xml><info type=""db_version"">12.1.0.2</info><info type=""parse_schema""><![CDATA[""TPCDS100""]]></info><info type=""plan_hash_full"">1072288481</info><info type=""plan_hash"">4125749217</info><info type=""plan_hash_2"">3380691954</info><info type=""adaptive_plan"" note=""y"">yes</info><outline_data><hint><![CDATA[USE_HASH_AGGREGATION(@""SEL$144C42C4"")]]></hint><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$144C42C4"" ""STORE""@""SEL$4"")]]></hint><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$144C42C4"" ""PROMOTION""@""SEL$4"")]]></hint><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$144C42C4"" ""ITEM""@""SEL$4"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$144C42C4"" ""STORE""@""SEL$4"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$144C42C4"" ""PROMOTION""@""SEL$4"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$144C42C4"" ""STORE_RETURNS""@""SEL$3"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$144C42C4"" ""ITEM""@""SEL$4"")]]></hint><hint><![CDATA[NLJ_BATCHING(@""SEL$144C42C4"" ""STORE_SALES""@""SEL$3"")]]></hint><hint><![CDATA[USE_NL(@""SEL$144C42C4"" ""STORE_SALES""@""SEL$3"")]]></hint><hint><![CDATA[LEADING(@""SEL$144C42C4"" ""DATE_DIM""@""SEL$4"" ""STORE_SALES""@""SEL$3"" ""ITEM""@""SEL$4"" ""STORE_RETURNS""@""SEL$3"" ""PROMOTION""@""SEL$4"" ""STORE""@""SEL$4"")]]></hint><hint><![CDATA[FULL(@""SEL$144C42C4"" ""STORE""@""SEL$4"")]]></hint><hint><![CDATA[FULL(@""SEL$144C42C4"" ""PROMOTION""@""SEL$4"")]]></hint><hint><![CDATA[FULL(@""SEL$144C42C4"" ""STORE_RETURNS""@""SEL$3"")]]></hint><hint><![CDATA[FULL(@""SEL$144C42C4"" ""ITEM""@""SEL$4"")]]></hint><hint><![CDATA[INDEX(@""SEL$144C42C4"" ""STORE_SALES""@""SEL$3"" (""STORE_SALES"".""SS_SOLD_DATE_SK""))]]></hint><hint><![CDATA[FULL(@""SEL$144C42C4"" ""DATE_DIM""@""SEL$4"")]]></hint><hint><![CDATA[USE_HASH_AGGREGATION(@""SEL$49E83832"")]]></hint><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$49E83832"" ""CATALOG_PAGE""@""SEL$5"")]]></hint><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$49E83832"" ""PROMOTION""@""SEL$5"")]]></hint><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$49E83832"" ""ITEM""@""SEL$5"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$49E83832"" ""CATALOG_PAGE""@""SEL$5"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$49E83832"" ""PROMOTION""@""SEL$5"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$49E83832"" ""CATALOG_RETURNS""@""SEL$2"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$49E83832"" ""ITEM""@""SEL$5"")]]></hint><hint><![CDATA[NLJ_BATCHING(@""SEL$49E83832"" ""CATALOG_SALES""@""SEL$2"")]]></hint><hint><![CDATA[USE_NL(@""SEL$49E83832"" ""CATALOG_SALES""@""SEL$2"")]]></hint><hint><![CDATA[LEADING(@""SEL$49E83832"" ""DATE_DIM""@""SEL$5"" ""CATALOG_SALES""@""SEL$2"" ""ITEM""@""SEL$5"" ""CATALOG_RETURNS""@""SEL$2"" ""PROMOTION""@""SEL$5"" ""CATALOG_PAGE""@""SEL$5"")]]></hint><hint><![CDATA[FULL(@""SEL$49E83832"" ""CATALOG_PAGE""@""SEL$5"")]]></hint><hint><![CDATA[FULL(@""SEL$49E83832"" ""PROMOTION""@""SEL$5"")]]></hint><hint><![CDATA[FULL(@""SEL$49E83832"" ""CATALOG_RETURNS""@""SEL$2"")]]></hint><hint><![CDATA[FULL(@""SEL$49E83832"" ""ITEM""@""SEL$5"")]]></hint><hint><![CDATA[INDEX(@""SEL$49E83832"" ""CATALOG_SALES""@""SEL$2"" (""CATALOG_SALES"".""CS_SOLD_DATE_SK""))]]></hint><hint><![CDATA[FULL(@""SEL$49E83832"" ""DATE_DIM""@""SEL$5"")]]></hint><hint><![CDATA[USE_HASH_AGGREGATION(@""SEL$31A4A501"")]]></hint><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$31A4A501"" ""WEB_SITE""@""SEL$6"")]]></hint><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$31A4A501"" ""PROMOTION""@""SEL$6"")]]></hint><hint><![CDATA[SWAP_JOIN_INPUTS(@""SEL$31A4A501"" ""ITEM""@""SEL$6"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$31A4A501"" ""WEB_SITE""@""SEL$6"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$31A4A501"" ""PROMOTION""@""SEL$6"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$31A4A501"" ""WEB_RETURNS""@""SEL$1"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$31A4A501"" ""ITEM""@""SEL$6"")]]></hint><hint><![CDATA[NLJ_BATCHING(@""SEL$31A4A501"" ""WEB_SALES""@""SEL$1"")]]></hint><hint><![CDATA[USE_NL(@""SEL$31A4A501"" ""WEB_SALES""@""SEL$1"")]]></hint><hint><![CDATA[LEADING(@""SEL$31A4A501"" ""DATE_DIM""@""SEL$6"" ""WEB_SALES""@""SEL$1"" ""ITEM""@""SEL$6"" ""WEB_RETURNS""@""SEL$1"" ""PROMOTION""@""SEL$6"" ""WEB_SITE""@""SEL$6"")]]></hint><hint><![CDATA[FULL(@""SEL$31A4A501"" ""WEB_SITE""@""SEL$6"")]]></hint><hint><![CDATA[FULL(@""SEL$31A4A501"" ""PROMOTION""@""SEL$6"")]]></hint><hint><![CDATA[FULL(@""SEL$31A4A501"" ""WEB_RETURNS""@""SEL$1"")]]></hint><hint><![CDATA[FULL(@""SEL$31A4A501"" ""ITEM""@""SEL$6"")]]></hint><hint><![CDATA[INDEX(@""SEL$31A4A501"" ""WEB_SALES""@""SEL$1"" (""WEB_SALES"".""WS_SOLD_DATE_SK""))]]></hint><hint><![CDATA[FULL(@""SEL$31A4A501"" ""DATE_DIM""@""SEL$6"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$8"" ""X""@""SEL$8"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$7"" ""from$_subquery$_022""@""SEL$7"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$6"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$2"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$5"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$3"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$4"")]]></hint><hint><![CDATA[ANSI_REARCH(@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$8812AA4E"")]]></hint><hint><![CDATA[ANSI_REARCH(@""SEL$6"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$2E44BEDE"")]]></hint><hint><![CDATA[ANSI_REARCH(@""SEL$2"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$1A566D0B"")]]></hint><hint><![CDATA[ANSI_REARCH(@""SEL$5"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$0D6C0910"")]]></hint><hint><![CDATA[ANSI_REARCH(@""SEL$3"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$006708EA"")]]></hint><hint><![CDATA[ANSI_REARCH(@""SEL$4"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$E6E74641"")]]></hint><hint><![CDATA[MERGE(@""SEL$8812AA4E"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$FF6F66A3"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$11"")]]></hint><hint><![CDATA[MERGE(@""SEL$1A566D0B"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$1A740C66"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$10"")]]></hint><hint><![CDATA[MERGE(@""SEL$006708EA"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$3B44DCE6"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$9"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$7"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$8"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SET$1"")]]></hint><hint><![CDATA[MERGE(@""SEL$FF6F66A3"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$31A4A501"")]]></hint><hint><![CDATA[MERGE(@""SEL$1A740C66"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$49E83832"")]]></hint><hint><![CDATA[MERGE(@""SEL$3B44DCE6"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$144C42C4"")]]></hint><hint><![CDATA[ALL_ROWS]]></hint><hint><![CDATA[DB_VERSION('12.1.0.2')]]></hint><hint><![CDATA[OPTIMIZER_FEATURES_ENABLE('12.1.0.2')]]></hint><hint><![CDATA[IGNORE_OPTIM_EMBEDDED_HINTS]]></hint></outline_data><display_map><row op=""1"" dis=""1"" par=""0"" prt=""0"" dep=""1"" skp=""0""/><row op=""2"" dis=""2"" par=""1"" prt=""0"" dep=""2"" skp=""0""/><row op=""3"" dis=""3"" par=""2"" prt=""0"" dep=""3"" skp=""0""/><row op=""4"" dis=""4"" par=""3"" prt=""0"" dep=""4"" skp=""0""/><row op=""5"" dis=""5"" par=""4"" prt=""0"" dep=""5"" skp=""0""/><row op=""6"" dis=""6"" par=""5"" prt=""0"" dep=""6"" skp=""0""/><row op=""7"" dis=""7"" par=""6"" prt=""0"" dep=""7"" skp=""0""/><row op=""8"" dis=""8"" par=""7"" prt=""0"" dep=""8"" skp=""0""/><row op=""9"" dis=""9"" par=""7"" prt=""0"" dep=""8"" skp=""0""/><row op=""10"" dis=""10"" par=""9"" prt=""0"" dep=""9"" skp=""0""/><row op=""11"" dis=""11"" par=""9"" prt=""0"" dep=""9"" skp=""0""/><row op=""12"" dis=""11"" par=""11"" prt=""0"" dep=""9"" skp=""1""/><row op=""13"" dis=""11"" par=""11"" prt=""0"" dep=""9"" skp=""1""/><row op=""14"" dis=""12"" par=""11"" prt=""0"" dep=""10"" skp=""0""/><row op=""15"" dis=""13"" par=""12"" prt=""0"" dep=""11"" skp=""0""/><row op=""16"" dis=""13"" par=""12"" prt=""0"" dep=""10"" skp=""1""/><row op=""17"" dis=""14"" par=""12"" prt=""0"" dep=""11"" skp=""0""/><row op=""18"" dis=""15"" par=""14"" prt=""0"" dep=""12"" skp=""0""/><row op=""19"" dis=""15"" par=""15"" prt=""0"" dep=""12"" skp=""1""/><row op=""20"" dis=""16"" par=""15"" prt=""0"" dep=""13"" skp=""0""/><row op=""21"" dis=""17"" par=""15"" prt=""0"" dep=""13"" skp=""0""/><row op=""22"" dis=""18"" par=""14"" prt=""0"" dep=""12"" skp=""0""/><row op=""23"" dis=""18"" par=""12"" prt=""0"" dep=""10"" skp=""1""/><row op=""24"" dis=""18"" par=""11"" prt=""0"" dep=""9"" skp=""1""/><row op=""25"" dis=""18"" par=""11"" prt=""0"" dep=""9"" skp=""1""/><row op=""26"" dis=""19"" par=""11"" prt=""0"" dep=""10"" skp=""0""/><row op=""27"" dis=""20"" par=""5"" prt=""0"" dep=""6"" skp=""0""/><row op=""28"" dis=""21"" par=""20"" prt=""0"" dep=""7"" skp=""0""/><row op=""29"" dis=""22"" par=""21"" prt=""0"" dep=""8"" skp=""0""/><row op=""30"" dis=""23"" par=""21"" prt=""0"" dep=""8"" skp=""0""/><row op=""31"" dis=""24"" par=""23"" prt=""0"" dep=""9"" skp=""0""/><row op=""32"" dis=""25"" par=""23"" prt=""0"" dep=""9"" skp=""0""/><row op=""33"" dis=""25"" par=""25"" prt=""0"" dep=""9"" skp=""1""/><row op=""34"" dis=""25"" par=""25"" prt=""0"" dep=""9"" skp=""1""/><row op=""35"" dis=""26"" par=""25"" prt=""0"" dep=""10"" skp=""0""/><row op=""36"" dis=""27"" par=""26"" prt=""0"" dep=""11"" skp=""0""/><row op=""37"" dis=""27"" par=""26"" prt=""0"" dep=""10"" skp=""1""/><row op=""38"" dis=""28"" par=""26"" prt=""0"" dep=""11"" skp=""0""/><row op=""39"" dis=""29"" par=""28"" prt=""0"" dep=""12"" skp=""0""/><row op=""40"" dis=""29"" par=""29"" prt=""0"" dep=""12"" skp=""1""/><row op=""41"" dis=""30"" par=""29"" prt=""0"" dep=""13"" skp=""0""/><row op=""42"" dis=""31"" par=""29"" prt=""0"" dep=""13"" skp=""0""/><row op=""43"" dis=""32"" par=""28"" prt=""0"" dep=""12"" skp=""0""/><row op=""44"" dis=""32"" par=""26"" prt=""0"" dep=""10"" skp=""1""/><row op=""45"" dis=""32"" par=""25"" prt=""0"" dep=""9"" skp=""1""/><row op=""46"" dis=""32"" par=""25"" prt=""0"" dep=""9"" skp=""1""/><row op=""47"" dis=""33"" par=""25"" prt=""0"" dep=""10"" skp=""0""/><row op=""48"" dis=""34"" par=""5"" prt=""0"" dep=""6"" skp=""0""/><row op=""49"" dis=""35"" par=""34"" prt=""0"" dep=""7"" skp=""0""/><row op=""50"" dis=""36"" par=""35"" prt=""0"" dep=""8"" skp=""0""/><row op=""51"" dis=""37"" par=""35"" prt=""0"" dep=""8"" skp=""0""/><row op=""52"" dis=""38"" par=""37"" prt=""0"" dep=""9"" skp=""0""/><row op=""53"" dis=""39"" par=""37"" prt=""0"" dep=""9"" skp=""0""/><row op=""54"" dis=""39"" par=""39"" prt=""0"" dep=""9"" skp=""1""/><row op=""55"" dis=""39"" par=""39"" prt=""0"" dep=""9"" skp=""1""/><row op=""56"" dis=""40"" par=""39"" prt=""0"" dep=""10"" skp=""0""/><row op=""57"" dis=""41"" par=""40"" prt=""0"" dep=""11"" skp=""0""/><row op=""58"" dis=""41"" par=""40"" prt=""0"" dep=""10"" skp=""1""/><row op=""59"" dis=""42"" par=""40"" prt=""0"" dep=""11"" skp=""0""/><row op=""60"" dis=""43"" par=""42"" prt=""0"" dep=""12"" skp=""0""/><row op=""61"" dis=""43"" par=""43"" prt=""0"" dep=""12"" skp=""1""/><row op=""62"" dis=""44"" par=""43"" prt=""0"" dep=""13"" skp=""0""/><row op=""63"" dis=""45"" par=""43"" prt=""0"" dep=""13"" skp=""0""/><row op=""64"" dis=""46"" par=""42"" prt=""0"" dep=""12"" skp=""0""/><row op=""65"" dis=""46"" par=""40"" prt=""0"" dep=""10"" skp=""1""/><row op=""66"" dis=""46"" par=""39"" prt=""0"" dep=""9"" skp=""1""/><row op=""67"" dis=""46"" par=""39"" prt=""0"" dep=""9"" skp=""1""/><row op=""68"" dis=""47"" par=""39"" prt=""0"" dep=""10"" skp=""0""/></display_map></other_xml>",,,,,,ROWNUM<=10000,"from$_subquery$_022.""CHANNEL""[VARCHAR2,15], ""from$_subquery$_022"".""ID""[VARCHAR2,28], ""from$_subquery$_022"".""SALES""[NUMBER,22], ""from$_subquery$_022"".""RETURNS""[NUMBER,22], ""from$_subquery$_022"".""PROFIT""[NUMBER,22]",,SEL$7
12487,11/20/2018 10:22:51,,VIEW,,,TPCDS100,,from$_subquery$_022@SEL$7,22,,,,2,1,2,1,324155,20603,1318592,,,,,,,,47253340529,322682,,,,"from$_subquery$_022.""CHANNEL""[VARCHAR2,15], ""from$_subquery$_022"".""ID""[VARCHAR2,28], ""from$_subquery$_022"".""SALES""[NUMBER,22], ""from$_subquery$_022"".""RETURNS""[NUMBER,22], ""from$_subquery$_022"".""PROFIT""[NUMBER,22]",13,SEL$8
12487,11/20/2018 10:22:51,,SORT,GROUP BY ROLLUP,,,,,,,,,3,2,3,1,324155,20603,1318592,,,,,,,,47253340529,322682,,,,"(#keys=2) ""CHANNEL""[VARCHAR2,15], ""ID""[VARCHAR2,28], SUM(""PROFIT"")[22], SUM(""RETURNS"")[22], SUM(""SALES"")[22], SYSDEF[4]",13,SEL$8
12487,11/20/2018 10:22:51,,VIEW,,,TPCDS100,,X@SEL$8,23,,,,4,3,4,1,324154,20603,1318592,,,,,,,,47207958293,322682,,,,"CHANNEL[VARCHAR2,15], ""ID""[VARCHAR2,28], ""SALES""[NUMBER,22], ""RETURNS""[NUMBER,22], ""PROFIT""[NUMBER,22]",13,SET$1
12487,11/20/2018 10:22:51,,UNION-ALL,,,,,,,,,,5,4,5,1,,,,,,,,,,,,,,,,"STRDEF[15], STRDEF[28], STRDEF[22], STRDEF[22], STRDEF[22]",,SET$1
12487,11/20/2018 10:22:51,,HASH,GROUP BY,,,,,,,,,6,5,6,1,171950,201,22110,,,,,,,,24966189669,171172,,,,"(#keys=1) ""S_STORE_ID""[CHARACTER,16], SUM(""STORE_SALES"".""SS_EXT_SALES_PRICE"")[22], SUM(COALESCE(""STORE_RETURNS"".""SR_RETURN_AMT"",0))[22], SUM(""STORE_SALES"".""SS_NET_PROFIT""-COALESCE(""STORE_RETURNS"".""SR_NET_LOSS"",0))[22]",7,SEL$144C42C4
12487,11/20/2018 10:22:51,,HASH JOIN,,,,,,,,,,7,6,7,1,171946,125438,13798180,,,,,,,,24838391708,171172,,"STORE_SALES.""SS_STORE_SK""=""S_STORE_SK""",,"(#keys=1) ""S_STORE_SK""[NUMBER,22], ""STORE_SALES"".""SS_STORE_SK""[NUMBER,22], ""S_STORE_ID""[CHARACTER,16], ""P_PROMO_SK""[NUMBER,22], ""STORE_SALES"".""SS_PROMO_SK""[NUMBER,22], ""P_CHANNEL_TV""[CHARACTER,1], ""SS_ITEM_SK""[NUMBER,22], ""SR_ITEM_SK""[NUMBER,22], ""SS_TICKET_NUMBER""[NUMBER,22], ""SR_TICKET_NUMBER""[NUMBER,22], ""I_ITEM_SK""[NUMBER,22], ""STORE_SALES"".""SS_ITEM_SK""[NUMBER,22], ""I_CURRENT_PRICE""[NUMBER,22], ""D_DATE_SK""[NUMBER,22], ""STORE_SALES"".""SS_SOLD_DATE_SK""[NUMBER,22], ""STORE_SALES"".""SS_NET_PROFIT""[NUMBER,22], ""D_DATE""[VARCHAR2,10], ""STORE_SALES"".ROWID[ROWID,10], ""STORE_SALES"".""SS_SOLD_DATE_SK""[NUMBER,22], ""SS_ITEM_SK""[NUMBER,22], ""STORE_SALES"".""SS_STORE_SK""[NUMBER,22], ""STORE_SALES"".""SS_PROMO_SK""[NUMBER,22], ""SS_TICKET_NUMBER""[NUMBER,22], ""STORE_SALES"".""SS_EXT_SALES_PRICE""[NUMBER,22], ""STORE_SALES"".""SS_NET_PROFIT""[NUMBER,22], ""SS_ITEM_SK""[NUMBER,22], ""STORE_SALES"".""SS_STORE_SK""[NUMBER,22], ""STORE_SALES"".""SS_PROMO_SK""[NUMBER,22], ""SS_TICKET_NUMBER""[NUMBER,22], ""STORE_SALES"".""SS_EXT_SALES_PRICE""[NUMBER,22], ""STORE_RETURNS"".ROWID[ROWID,10], ""SR_ITEM_SK""[NUMBER,22], ""SR_TICKET_NUMBER""[NUMBER,22], ""STORE_RETURNS"".""SR_RETURN_AMT""[NUMBER,22], ""STORE_RETURNS"".""SR_NET_LOSS""[NUMBER,22], ""STORE_RETURNS"".""SR_NET_LOSS""[NUMBER,22], ""STORE_RETURNS"".""SR_RETURN_AMT""[NUMBER,22]",7,
12487,11/20/2018 10:22:51,,TABLE ACCESS,FULL,,TPCDS100,STORE,STORE@SEL$4,5,TABLE,ANALYZED,,8,7,8,1,7,402,8442,,,,,,,,210769,7,,,,"S_STORE_SK[NUMBER,22], ""S_STORE_ID""[CHARACTER,16]",1,SEL$144C42C4
12487,11/20/2018 10:22:51,,HASH JOIN,,,,,,,,,,9,7,8,2,171939,131344,11689616,,,,,,,,24824386239,171165,,"STORE_SALES.""SS_PROMO_SK""=""P_PROMO_SK""",,"(#keys=1) ""P_PROMO_SK""[NUMBER,22], ""STORE_SALES"".""SS_PROMO_SK""[NUMBER,22], ""P_CHANNEL_TV""[CHARACTER,1], ""SS_ITEM_SK""[NUMBER,22], ""SR_ITEM_SK""[NUMBER,22], ""SS_TICKET_NUMBER""[NUMBER,22], ""SR_TICKET_NUMBER""[NUMBER,22], ""I_ITEM_SK""[NUMBER,22], ""STORE_SALES"".""SS_ITEM_SK""[NUMBER,22], ""I_CURRENT_PRICE""[NUMBER,22], ""D_DATE_SK""[NUMBER,22], ""STORE_SALES"".""SS_SOLD_DATE_SK""[NUMBER,22], ""STORE_SALES"".""SS_NET_PROFIT""[NUMBER,22], ""D_DATE""[VARCHAR2,10], ""STORE_SALES"".ROWID[ROWID,10], ""STORE_SALES"".""SS_SOLD_DATE_SK""[NUMBER,22], ""SS_ITEM_SK""[NUMBER,22], ""STORE_SALES"".""SS_STORE_SK""[NUMBER,22], ""STORE_SALES"".""SS_PROMO_SK""[NUMBER,22], ""SS_TICKET_NUMBER""[NUMBER,22], ""STORE_SALES"".""SS_EXT_SALES_PRICE""[NUMBER,22], ""STORE_SALES"".""SS_NET_PROFIT""[NUMBER,22], ""SS_ITEM_SK""[NUMBER,22], ""STORE_SALES"".""SS_STORE_SK""[NUMBER,22], ""STORE_SALES"".""SS_PROMO_SK""[NUMBER,22], ""SS_TICKET_NUMBER""[NUMBER,22], ""STORE_SALES"".""SS_EXT_SALES_PRICE""[NUMBER,22], ""STORE_RETURNS"".ROWID[ROWID,10], ""SR_ITEM_SK""[NUMBER,22], ""SR_TICKET_NUMBER""[NUMBER,22], ""STORE_RETURNS"".""SR_RETURN_AMT""[NUMBER,22], ""STORE_RETURNS"".""SR_NET_LOSS""[NUMBER,22], ""STORE_RETURNS"".""SR_NET_LOSS""[NUMBER,22], ""STORE_RETURNS"".""SR_RETURN_AMT""[NUMBER,22]",7,
