566,2634225673,1,gyqkrz4r79a2t,82777415,1,ALL_ROWS,2537082850,77200,1,1,,,,3506479129105524648,0,SYS,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,15,15,324,324,1,1,22623,22623,23518,23518,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122880,122880,15,15,122880,122880,0,0,0,0,0,0,0,0,0,0,,,2634225673,0,2018-09-16 15:58:47,2018-09-16 15:58:47,2018-09-16 15:58:48.497000,0:00:00.500000,1,0,1,2:00:00
566,2634225673,1,gx4mv66pvj3xz,4120883053,2,CHOOSE,2075687385,29121,1,2,,,,13565288442801506957,0,SYS,0,762,762,104,104,0,0,104,104,0,0,1,1,0,0,3,3,5,5,1524,1524,658,658,5007,5007,4625,4625,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40960,40960,5,5,40960,40960,0,0,0,0,0,0,0,0,0,0,b'\xbe\xda\x0c\x10\x02\x00[\x9ea\x98\x00\x01\x01\xc0\x02\x16\x02\xc2\x02',,2634225673,0,2018-09-16 15:58:47,2018-09-16 15:58:47,2018-09-16 15:58:48.497000,0:00:00.500000,1,0,1,2:00:00
566,2634225673,1,gx4mv66pvj3xz,2570921597,2,CHOOSE,1633746601,29121,1,2,,,,13565288442801506957,0,SYS,0,203,203,39,39,0,0,39,39,0,0,2,2,1,1,0,0,2,2,299,299,164,164,998,998,1714,1714,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16384,16384,2,2,16384,16384,0,0,0,0,0,0,0,0,0,0,b'\xbe\xda\x0c\x10\x02\x00[\x9ea\x97\x00\x01\x01\xc0\x02\x16\x04\xc3\x02\x08\x0c',,2634225673,0,2018-09-16 15:58:47,2018-09-16 15:58:47,2018-09-16 15:58:48.497000,0:00:00.500000,1,0,1,2:00:00
566,2634225673,1,gwg69nz9j8vvb,3102754926,1,ALL_ROWS,2537082850,40073,1,1,,,,12580630483513796792,0,SYS,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,60,60,1340,1340,770,770,19280,19280,107583,107583,89090,89090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491520,491520,60,60,491520,491520,0,0,0,0,0,0,0,0,0,0,,,2634225673,0,2018-09-16 15:58:47,2018-09-16 15:58:47,2018-09-16 15:58:48.497000,0:00:00.500000,1,0,1,2:00:00
566,2634225673,1,grzuvf0hjxt1f,108095504,2,CHOOSE,1633746601,37106,2,2,,,,8000200179208595139,0,SYS,0,3,3,3,3,0,0,3,3,0,0,2,2,0,0,3,3,2,2,33,33,3,3,1000,1000,1367,1367,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16384,16384,2,2,16384,16384,0,0,0,0,0,0,0,0,0,0,b'\xbe\xda\x0c\x10\x02\x00[\x9ea\x98\x00\x01\x01\xc0\x02\x16\x03\xc2@5',,2634225673,0,2018-09-16 15:58:47,2018-09-16 15:58:47,2018-09-16 15:58:48.497000,0:00:00.500000,1,0,1,2:00:00
566,2634225673,1,grwydz59pu6mc,3684871272,1,CHOOSE,2035934494,29030,2,2,,,,9832334080088090732,0,SYS,0,21,21,21,21,0,0,21,21,0,0,3,3,1,1,21,21,2,2,44,44,21,21,1804,1804,1449,1449,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16384,0,2,0,16384,0,0,0,0,0,0,0,0,0,0,0,,,2634225673,0,2018-09-16 15:58:47,2018-09-16 15:58:47,2018-09-16 15:58:48.497000,0:00:00.500000,1,0,1,2:00:00
566,2634225673,1,gngtvs38t0060,3679945446,6,CHOOSE,3316887484,72668,1,1,sqlplus@cisk.rs2.com (TNS V1-V3),,,15217364541437386770,0,SYS,0,31,31,31,31,31,31,31,31,0,0,1,1,0,0,31,31,6,6,260,260,0,0,8488,8488,6872,6872,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,49152,6,6,49152,49152,0,0,0,0,0,0,0,0,0,0,b'\xbe\xda\x0c\x10\x02\x00[\x9ea\x98\x00\x02\x03\xc0\x02\x16\x04\xc3\x02#W\xc0\x02\x16\x04\xc3\x02#W',,2634225673,0,2018-09-16 15:58:47,2018-09-16 15:58:47,2018-09-16 15:58:48.497000,0:00:00.500000,1,0,1,2:00:00
566,2634225673,1,gd28w82ct6rva,2970138452,2,CHOOSE,2075687385,37064,2,2,,,,17301900507670644855,0,SYS,0,255,255,0,0,0,0,255,255,0,0,3,3,1,1,5,5,0,0,798,798,255,255,5002,5002,3703,3703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'\xbe\xda\x0c\x10\x02\x00[\x9ea\x98\x00\x01\x01\xc0\x02\x16\x03\xc2R/',,2634225673,0,2018-09-16 15:58:47,2018-09-16 15:58:47,2018-09-16 15:58:48.497000,0:00:00.500000,1,0,1,2:00:00
566,2634225673,1,gac15vmmrzgbv,3362549386,1,CHOOSE,1616013103,70106,2,2,,,,13724472608906457170,0,SYS,0,45,45,45,45,0,0,45,45,0,0,2,2,0,0,45,45,6,6,171,171,39,39,6957,6957,3998,3998,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49152,40960,6,5,49152,40960,0,0,0,0,0,0,0,0,0,0,b'\xbe\xda\x0c\x10\x02\x00[\x9ea\x98\x00\x01\x01\xc0\x02\x16\x03\xc2S_',,2634225673,0,2018-09-16 15:58:47,2018-09-16 15:58:47,2018-09-16 15:58:48.497000,0:00:00.500000,1,0,1,2:00:00
566,2634225673,1,ga9j9xk5cy9s0,1697022209,3,CHOOSE,3316887484,23557,1,1,,,,1732549867927898389,0,SYS,0,161,161,68,68,0,0,68,68,0,0,1,1,0,0,68,68,59,59,484,484,93,93,6988,6988,4161,4161,388,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483328,483328,59,59,483328,483328,0,0,0,0,0,0,0,0,0,0,b'\xbe\xda\x0c\x10\x02\x00[\x9ea\x98\x00\x03\x07\xc0\x02\x16\x04\xc3\x02#W\xc0\x02\x16\x01\x80\xc0\x02\x16\x06\xc5\x03\x02!B]',,2634225673,0,2018-09-16 15:58:47,2018-09-16 15:58:47,2018-09-16 15:58:48.497000,0:00:00.500000,1,0,1,2:00:00
