PLAN_ID,TIMESTAMP,REMARKS,OPERATION,OPTIONS,OBJECT_NODE,OBJECT_OWNER,OBJECT_NAME,OBJECT_ALIAS,OBJECT_INSTANCE,OBJECT_TYPE,OPTIMIZER,SEARCH_COLUMNS,ID,PARENT_ID,DEPTH,POSITION,COST,CARDINALITY,BYTES,OTHER_TAG,PARTITION_START,PARTITION_STOP,PARTITION_ID,OTHER,OTHER_XML,DISTRIBUTION,CPU_COST,IO_COST,TEMP_SPACE,ACCESS_PREDICATES,FILTER_PREDICATES,PROJECTION,TIME,QBLOCK_NAME
13076,02/25/2019 10:34:41,,SELECT STATEMENT,,,,,,,,ALL_ROWS,,0,,0,5157,5157,1,291,,,,,,,,249553097,5150,,,,,1,
13076,02/25/2019 10:34:41,,COUNT,STOPKEY,,,,,,,,,1,0,1,1,,,,,,,,,"<other_xml><info type=""db_version"">12.1.0.2</info><info type=""parse_schema""><![CDATA[""TPCDS100""]]></info><info type=""dynamic_sampling"" note=""y"">2</info><info type=""plan_hash_full"">4016733462</info><info type=""plan_hash"">2434731382</info><info type=""plan_hash_2"">4016733462</info><spd><v>13395715451634845694</v><v>4820839413375454258</v><v>13406177005359769864</v><v>6637817730817065895</v><v>12898820196397133368</v><v>10441300652133135071</v><v>3651629683000592804</v><u>7197270933700648134</u><cv>7</cv><cu>1</cu></spd><outline_data><hint><![CDATA[NLJ_BATCHING(@""SEL$4"" ""DATE_DIM""@""SEL$4"")]]></hint><hint><![CDATA[USE_NL(@""SEL$4"" ""DATE_DIM""@""SEL$4"")]]></hint><hint><![CDATA[USE_NL(@""SEL$4"" ""STORE""@""SEL$4"")]]></hint><hint><![CDATA[USE_NL(@""SEL$4"" ""STORE_SALES""@""SEL$4"")]]></hint><hint><![CDATA[LEADING(@""SEL$4"" ""ITEM""@""SEL$4"" ""STORE_SALES""@""SEL$4"" ""STORE""@""SEL$4"" ""DATE_DIM""@""SEL$4"")]]></hint><hint><![CDATA[INDEX(@""SEL$4"" ""DATE_DIM""@""SEL$4"" (""DATE_DIM"".""D_DATE_SK""))]]></hint><hint><![CDATA[INDEX_RS_ASC(@""SEL$4"" ""STORE""@""SEL$4"" (""STORE"".""S_STORE_SK""))]]></hint><hint><![CDATA[BATCH_TABLE_ACCESS_BY_ROWID(@""SEL$4"" ""STORE_SALES""@""SEL$4"")]]></hint><hint><![CDATA[INDEX_RS_ASC(@""SEL$4"" ""STORE_SALES""@""SEL$4"" (""STORE_SALES"".""SS_ITEM_SK"" ""STORE_SALES"".""SS_TICKET_NUMBER""))]]></hint><hint><![CDATA[BATCH_TABLE_ACCESS_BY_ROWID(@""SEL$4"" ""ITEM""@""SEL$4"")]]></hint><hint><![CDATA[INDEX_RS_ASC(@""SEL$4"" ""ITEM""@""SEL$4"" (""ITEM"".""I_ITEM_SK""))]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$3"" ""DW1""@""SEL$3"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$2"" ""DW2""@""SEL$2"")]]></hint><hint><![CDATA[NO_ACCESS(@""SEL$1"" ""from$_subquery$_001""@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$2"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$3"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$4"")]]></hint><hint><![CDATA[ALL_ROWS]]></hint><hint><![CDATA[DB_VERSION('12.1.0.2')]]></hint><hint><![CDATA[OPTIMIZER_FEATURES_ENABLE('12.1.0.2')]]></hint><hint><![CDATA[IGNORE_OPTIM_EMBEDDED_HINTS]]></hint></outline_data></other_xml>",,,,,,ROWNUM<=100,"from$_subquery$_001.""I_CATEGORY""[CHARACTER,50], ""from$_subquery$_001"".""I_CLASS""[CHARACTER,50], ""from$_subquery$_001"".""I_BRAND""[CHARACTER,50], ""from$_subquery$_001"".""I_PRODUCT_NAME""[CHARACTER,50], ""from$_subquery$_001"".""D_YEAR""[NUMBER,22], ""from$_subquery$_001"".""D_QOY""[NUMBER,22], ""from$_subquery$_001"".""D_MOY""[NUMBER,22], ""from$_subquery$_001"".""S_STORE_ID""[CHARACTER,16], ""from$_subquery$_001"".""SUMSALES""[NUMBER,22], ""from$_subquery$_001"".""RK""[NUMBER,22]",,SEL$1
13076,02/25/2019 10:34:41,,VIEW,,,TPCDS100,,from$_subquery$_001@SEL$1,1,,,,2,1,2,1,5157,1,291,,,,,,,,249553097,5150,,,,"from$_subquery$_001.""I_CATEGORY""[CHARACTER,50], ""from$_subquery$_001"".""I_CLASS""[CHARACTER,50], ""from$_subquery$_001"".""I_BRAND""[CHARACTER,50], ""from$_subquery$_001"".""I_PRODUCT_NAME""[CHARACTER,50], ""from$_subquery$_001"".""D_YEAR""[NUMBER,22], ""from$_subquery$_001"".""D_QOY""[NUMBER,22], ""from$_subquery$_001"".""D_MOY""[NUMBER,22], ""from$_subquery$_001"".""S_STORE_ID""[CHARACTER,16], ""from$_subquery$_001"".""SUMSALES""[NUMBER,22], ""from$_subquery$_001"".""RK""[NUMBER,22]",1,SEL$2
13076,02/25/2019 10:34:41,,SORT,ORDER BY STOPKEY,,,,,,,,,3,2,3,1,5157,1,291,,,,,,,,249553097,5150,,,ROWNUM<=100,"(#keys=10) ""DW2"".""I_CATEGORY""[CHARACTER,50], ""DW2"".""I_CLASS""[CHARACTER,50], ""DW2"".""I_BRAND""[CHARACTER,50], ""DW2"".""I_PRODUCT_NAME""[CHARACTER,50], ""DW2"".""D_YEAR""[NUMBER,22], ""DW2"".""D_QOY""[NUMBER,22], ""DW2"".""D_MOY""[NUMBER,22], ""DW2"".""S_STORE_ID""[CHARACTER,16], ""DW2"".""SUMSALES""[NUMBER,22], ""DW2"".""RK""[NUMBER,22]",1,SEL$2
13076,02/25/2019 10:34:41,,COUNT,STOPKEY,,,,,,,,,4,3,4,1,,,,,,,,,,,,,,,ROWNUM<=10000,"DW2.""I_CATEGORY""[CHARACTER,50], ""DW2"".""I_CLASS""[CHARACTER,50], ""DW2"".""I_BRAND""[CHARACTER,50], ""DW2"".""I_PRODUCT_NAME""[CHARACTER,50], ""DW2"".""D_YEAR""[NUMBER,22], ""DW2"".""D_QOY""[NUMBER,22], ""DW2"".""D_MOY""[NUMBER,22], ""DW2"".""S_STORE_ID""[CHARACTER,16], ""DW2"".""SUMSALES""[NUMBER,22], ""RK""[NUMBER,22]",,
13076,02/25/2019 10:34:41,,VIEW,,,TPCDS100,,DW2@SEL$2,2,,,,5,4,5,1,5156,1,291,,,,,,,,217473343,5150,,,RK<=100,"DW2.""I_CATEGORY""[CHARACTER,50], ""DW2"".""I_CLASS""[CHARACTER,50], ""DW2"".""I_BRAND""[CHARACTER,50], ""DW2"".""I_PRODUCT_NAME""[CHARACTER,50], ""DW2"".""D_YEAR""[NUMBER,22], ""DW2"".""D_QOY""[NUMBER,22], ""DW2"".""D_MOY""[NUMBER,22], ""DW2"".""S_STORE_ID""[CHARACTER,16], ""DW2"".""SUMSALES""[NUMBER,22], ""RK""[NUMBER,22]",1,SEL$3
13076,02/25/2019 10:34:41,,WINDOW,SORT PUSHED RANK,,,,,,,,,6,5,6,1,5156,1,277,,,,,,,,217473343,5150,,,"RANK() OVER ( PARTITION BY ""I_CATEGORY"" ORDER BY INTERNAL_FUNCTION(""SUMSALES"") DESC )<=100","(#keys=2) ""I_CATEGORY""[CHARACTER,50], INTERNAL_FUNCTION(""SUMSALES"")[22], ""S_STORE_ID""[CHARACTER,16], ""I_CLASS""[CHARACTER,50], ""I_BRAND""[CHARACTER,50], ""I_PRODUCT_NAME""[CHARACTER,50], ""D_YEAR""[NUMBER,22], ""D_QOY""[NUMBER,22], ""D_MOY""[NUMBER,22], RANK() OVER ( PARTITION BY ""I_CATEGORY"" ORDER BY INTERNAL_FUNCTION(""SUMSALES"") DESC )[22]",1,SEL$3
13076,02/25/2019 10:34:41,,VIEW,,,TPCDS100,,DW1@SEL$3,3,,,,7,6,7,1,5155,1,277,,,,,,,,185393588,5150,,,,"I_CATEGORY[CHARACTER,50], ""I_CLASS""[CHARACTER,50], ""I_BRAND""[CHARACTER,50], ""I_PRODUCT_NAME""[CHARACTER,50], ""D_YEAR""[NUMBER,22], ""D_QOY""[NUMBER,22], ""D_MOY""[NUMBER,22], ""S_STORE_ID""[CHARACTER,16], ""SUMSALES""[NUMBER,22]",1,SEL$4
13076,02/25/2019 10:34:41,,SORT,GROUP BY ROLLUP,,,,,,,,,8,7,8,1,5155,1,272,,,,,,,,185393588,5150,,,,"(#keys=8) ""I_CATEGORY""[CHARACTER,50], ""I_CLASS""[CHARACTER,50], ""I_BRAND""[CHARACTER,50], ""I_PRODUCT_NAME""[CHARACTER,50], ""D_YEAR""[NUMBER,22], ""D_QOY""[NUMBER,22], ""D_MOY""[NUMBER,22], ""S_STORE_ID""[CHARACTER,16], SUM(COALESCE(""SS_SALES_PRICE""*""SS_QUANTITY"",0))[22], SYSDEF[4]",1,SEL$4
13076,02/25/2019 10:34:41,,COUNT,STOPKEY,,,,,,,,,9,8,9,1,,,,,,,,,,,,,,,ROWNUM<=10000,"ITEM.ROWID[ROWID,10], ""I_ITEM_SK""[NUMBER,22], ""I_BRAND""[CHARACTER,50], ""I_CLASS""[CHARACTER,50], ""I_CATEGORY""[CHARACTER,50], ""I_PRODUCT_NAME""[CHARACTER,50], ""STORE_SALES"".ROWID[ROWID,10], ""SS_SOLD_DATE_SK""[NUMBER,22], ""SS_ITEM_SK""[NUMBER,22], ""SS_STORE_SK""[NUMBER,22], ""SS_QUANTITY""[NUMBER,22], ""SS_SALES_PRICE""[NUMBER,22], ""STORE"".ROWID[ROWID,10], ""S_STORE_SK""[NUMBER,22], ""S_STORE_ID""[CHARACTER,16], ""DATE_DIM"".ROWID[ROWID,10], ""D_DATE_SK""[NUMBER,22], ""D_MONTH_SEQ""[NUMBER,22], ""D_YEAR""[NUMBER,22], ""D_MOY""[NUMBER,22], ""D_QOY""[NUMBER,22], ROWNUM[8]",,
